likes,comments,caption,mediaid,hashtag,Game_name,post_hashtag_id
18555,70,"Next up from the #DetectivePikachu x @talenthouse campaign, see this neon line art by @sinagedesign from the UK. [4/5 winners]",1.97202E+14,['detectivepikachu'],DETECTIVE PIKACHU,527
9027,32,@rjartworksinsta from India brings us this retro work submitted to the @talenthouse #DetectivePikachu campaign. [3/5 winners],1.97202E+14,['pokemondirect'],DETECTIVE PIKACHU,528
8766,17,Congrats to @lifeofpaid from Spain on their noir styled work. See the #DetectivePikachu x @talenthouse submission here. [2/5 winners],1.97202E+14,['pokemonday'],DETECTIVE PIKACHU,529
12218,26,The time has come to announce the selected artists for the #DetectivePikachu x @talenthouse campaign! Congrats @gabrieletafuni from Italy for their minimalist inspired fan art. [1/5 winners],1.97202E+14,[],DETECTIVE PIKACHU,530
15930,42,Orlando Toledo and Juan Lenis join the #PikaCrew with these #DetectivePikachu pieces for #FanArtFriday!,1.96991E+14,['pokemonday'],DETECTIVE PIKACHU,531
22096,386,"Partner up! #DetectivePikachu, hits theaters May 10.",1.96124E+14,['pokemonday'],DETECTIVE PIKACHU,532
16998,32,Thank you to the artists who made these #DetectivePikachu pieces for our @talenthouse fan art competition! #PikaCrew,1.95999E+14,['pokemonday'],DETECTIVE PIKACHU,533
13104,58,We’re on the hunt for your #DetectivePikachu art! Share yours at po.st/DPtalenthouse to join the #PikaCrew!,1.94961E+14,['pokemonday'],DETECTIVE PIKACHU,534
8223,96,"New year, new Mime. #DetectivePikachu",1.94735E+14,['pokemonday'],DETECTIVE PIKACHU,535
22298,152,Repost from @vancityreynolds: Pika-dots. #DetectivePikachu,1.94605E+14,['pokemonday'],DETECTIVE PIKACHU,536
22852,159,Maybe Charizard isn’t the best at snow angels… Swipe to see more ➡️ #HappyHolidays #DetectivePikachu,1.94155E+14,['pokemonday'],DETECTIVE PIKACHU,537
5431,17,@standup4justice excited #DetectivePikachu⁠ ⁠ fans at #CCXP18 in Brazil! #warnernaccxp,1.9322E+14,['pokemonday'],DETECTIVE PIKACHU,538
13369,56,"Justice Smith, Kathryn Newton, Ryoma Takeuchi, & Director, Rob Letterman meet an excited crowd at the @detectivepikachumovie Press Conference in Tokyo! Ryoma joins the #DetectivePikachu family by voicing the character of Tim Goodman in the Japanese release. 
#名探偵ピカチュウ",1.92424E+14,['pokemonday'],DETECTIVE PIKACHU,539
24143,278,Understanding is the key to friendship. 🌈#DetectivePikachu,1.91987E+14,['pokemonday'],DETECTIVE PIKACHU,540
23775,362,When the parade cuts to commercial right before the Pikachu float passes by. #DetectivePikachu,1.91829E+14,['pokemonday'],DETECTIVE PIKACHU,541
31697,242,#DetectivePikachu isn’t playing games. But Mr. Mime is.,1.91624E+14,['pokemonduel'],DETECTIVE PIKACHU,542
21083,246,Looking to share your favorite moments from the #DetectivePikachu trailer? Head to our Tenor @tenorgifkeyboard page now: https://tenor.com/official/detectivepikachumovie,1.91268E+14,['pokemonvalentine'],DETECTIVE PIKACHU,543
52130,730,Talk about cute. #DetectivePikachu,1.91253E+14,['pokemonvalentine'],DETECTIVE PIKACHU,544
8469,83,We’re on the hunt for your #DetectivePikachu inspired art! Head to our @Talenthouse page to find out more.,1.91206E+14,['gosnapshot'],DETECTIVE PIKACHU,545
52404,916,"Might wanna stand back, Tim. #DetectivePikachu",1.9118E+14,['pokemonvalentine'],DETECTIVE PIKACHU,546
12423,342,It’s a great week to be a @pokemon Fan! #DetectivePikachu,1.91132E+14,['pokemonvalentine'],DETECTIVE PIKACHU,547
8046,157,Electrify your Instagram Stories with #DetectivePikachu GIF stickers! ⚡️,1.9112E+14,['pokemonvalentine'],DETECTIVE PIKACHU,548
17251,171,Repost from @pokemon: This is no ordinary detective—and no ordinary Pikachu! 🔍⚡️🎬 POKÉMON Detective Pikachu. Summer 2019. #DetectivePikachu | DetectivePikachuMovie.com,1.91112E+14,['pokemonvalentine'],DETECTIVE PIKACHU,549
72515,3508,Partner up with a legend. @VancityReynolds is #DetectivePikachu in theaters Summer 2019!,1.91111E+14,['pokemonvalentine'],DETECTIVE PIKACHU,550
8664,252,Get ready. POKÉMON #DetectivePikachuMovie hits theaters Summer 2019! @Pokemon,1.85307E+14,['pokemoncenter'],DETECTIVE PIKACHU,551
