,delta,deltaSummary,description,exploreUrl,hotnessColor,hotnessLevel,idForTracking,isNew,peakRankSummary,shareUrl,timePeriodsInChartSummary,title,titleLength,titleLinkUrl,trafficSummary,twitterShareUrlTitle,time
2,1.0,<b>+1</b> since last month,"{'description': 'The Boston Celtics are an American professional basketball team based in Boston, Massachusetts...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Boston_Celtics'}",/trends/explore?q=/m/0bwjj&date=2017-7-1+2017-8-1&geo=US,#db601e,4,Boston Celtics,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0bwjj,<b>159 months</b> in top 10,Boston Celtics,14,//www.google.com/search?q=Boston+Celtics,68,Boston Celtics #3 in Google Trends Basketball teams chart,201707
3,1.0,<b>+1</b> since last month,"{'description': 'The New York Knickerbockers, commonly referred to as the Knicks, are an American professional basketball team based in...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/New_York_Knicks'}",/trends/explore?q=/m/0jm3v&date=2017-7-1+2017-8-1&geo=US,#e68033,3,New York Knicks,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jm3v,<b>148 months</b> in top 10,New York Knicks,15,//www.google.com/search?q=New+York+Knicks,58,New York Knicks #4 in Google Trends Basketball teams chart,201707
4,-4.0,<b>-4</b> since last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2017-7-1+2017-8-1&geo=US,#e68033,3,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,54,Golden State Warriors #5 in Google Trends Basketball teams chart,201707
5,0.0,<b>Same rank</b> as last month,"{'description': 'The Philadelphia 76ers are an American professional basketball team based in the Philadelphia metropolitan area...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Philadelphia_76ers'}",/trends/explore?q=/m/0jm4v&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Philadelphia 76ers,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jm4v,<b>26 months</b> in top 10,Philadelphia 76ers,18,//www.google.com/search?q=Philadelphia+76ers,26,Philadelphia 76ers #6 in Google Trends Basketball teams chart,201707
6,4.0,<b>+4</b> since last month,"{'description': 'The Houston Rockets are an American professional basketball team based in Houston, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Houston_Rockets'}",/trends/explore?q=/m/0jmfb&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Houston Rockets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmfb,<b>35 months</b> in top 10,Houston Rockets,15,//www.google.com/search?q=Houston+Rockets,25,Houston Rockets #7 in Google Trends Basketball teams chart,201707
7,0.0,<b>Same rank</b> as last month,"{'description': 'The Miami Heat are an American professional basketball team based in Miami. The Heat compete in the National Basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Miami_Heat'}",/trends/explore?q=/m/0jm2v&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Miami Heat,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jm2v,<b>156 months</b> in top 10,Miami Heat,10,//www.google.com/search?q=Miami+Heat,24,Miami Heat #8 in Google Trends Basketball teams chart,201707
8,1.0,<b>+1</b> since last month,"{'description': 'The Minnesota Timberwolves are an American professional basketball team based in Minneapolis, Minnesota...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Minnesota_Timberwolves'}",/trends/explore?q=/m/0jmgb&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Minnesota Timberwolves,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmgb,<b>8 months</b> in top 10,Minnesota Timberwolves,22,//www.google.com/search?q=Minnesota+Timberwolves,24,Minnesota Timberwolves #9 in Google Trends Basketball teams chart,201707
9,-3.0,<b>-3</b> since last month,"{'description': 'The Chicago Bulls are an American professional basketball team based in Chicago, Illinois...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chicago_Bulls'}",/trends/explore?q=/m/0jm74&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Chicago Bulls,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jm74,<b>154 months</b> in top 10,Chicago Bulls,13,//www.google.com/search?q=Chicago+Bulls,21,Chicago Bulls #10 in Google Trends Basketball teams chart,201707
10,-2.0,<b>-2</b> since last month,"{'description': 'The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/San_Antonio_Spurs'}",/trends/explore?q=/m/0jmh7&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,San Antonio Spurs,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmh7,<b>64 months</b> in top 10,San Antonio Spurs,17,//www.google.com/search?q=San+Antonio+Spurs,21,San Antonio Spurs #11 in Google Trends Basketball teams chart,201707
11,1.0,<b>+1</b> since last month,"{'description': 'The Oklahoma City Thunder are an American professional basketball team based in Oklahoma City, Oklahoma...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Oklahoma_City_Thunder'}",/trends/explore?q=/m/04cxw5b&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Oklahoma City Thunder,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/04cxw5b,<b>50 months</b> in top 10,Oklahoma City Thunder,21,//www.google.com/search?q=Oklahoma+City+Thunder,18,Oklahoma City Thunder #12 in Google Trends Basketball teams chart,201707
12,-1.0,<b>-1</b> since last month,"{'description': 'The Los Angeles Clippers, abbreviated by the team as the LA Clippers, are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Clippers'}",/trends/explore?q=/m/0jmjr&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Los Angeles Clippers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmjr,<b>30 months</b> in top 10,Los Angeles Clippers,20,//www.google.com/search?q=Los+Angeles+Clippers,16,Los Angeles Clippers #13 in Google Trends Basketball teams chart,201707
13,6.0,<b>+6</b> since last month,"{'description': 'The Utah Jazz are an American professional basketball team based in Salt Lake City, Utah...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Utah_Jazz'}",/trends/explore?q=/m/0jmhr&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Utah Jazz,False,Peaked at <b>#8</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmhr,<b>4 months</b> in top 10,Utah Jazz,9,//www.google.com/search?q=Utah+Jazz,14,Utah Jazz #14 in Google Trends Basketball teams chart,201707
14,0.0,<b>Same rank</b> as last month,"{'description': 'The Dallas Mavericks are an American professional basketball team based in Dallas, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dallas_Mavericks'}",/trends/explore?q=/m/0jmcv&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Dallas Mavericks,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmcv,<b>94 months</b> in top 10,Dallas Mavericks,16,//www.google.com/search?q=Dallas+Mavericks,12,Dallas Mavericks #15 in Google Trends Basketball teams chart,201707
15,-2.0,<b>-2</b> since last month,"{'description': 'The Phoenix Suns are an American professional basketball team based in Phoenix, Arizona...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Phoenix_Suns'}",/trends/explore?q=/m/0jml5&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Phoenix Suns,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jml5,<b>18 months</b> in top 10,Phoenix Suns,12,//www.google.com/search?q=Phoenix+Suns,12,Phoenix Suns #16 in Google Trends Basketball teams chart,201707
16,1.0,<b>+1</b> since last month,"{'description': 'The Sacramento Kings are an American professional basketball team based in Sacramento, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Sacramento_Kings'}",/trends/explore?q=/m/0jmmn&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Sacramento Kings,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmmn,<b>5 months</b> in top 10,Sacramento Kings,16,//www.google.com/search?q=Sacramento+Kings,11,Sacramento Kings #17 in Google Trends Basketball teams chart,201707
17,-1.0,<b>-1</b> since last month,"{'description': 'The Milwaukee Bucks are an American professional basketball team based in Milwaukee, Wisconsin...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Milwaukee_Bucks'}",/trends/explore?q=/m/0jmbv&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Milwaukee Bucks,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmbv,<b>2 months</b> in top 10,Milwaukee Bucks,15,//www.google.com/search?q=Milwaukee+Bucks,10,Milwaukee Bucks #18 in Google Trends Basketball teams chart,201707
18,,<b>New</b> in chart,"{'description': 'The Brooklyn Nets are an American professional basketball team based in New York City in the borough of Brooklyn...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Brooklyn_Nets'}",/trends/explore?q=/m/0jm3b&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Brooklyn Nets,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jm3b,<b>57 months</b> in top 10,Brooklyn Nets,13,//www.google.com/search?q=Brooklyn+Nets,10,Brooklyn Nets #19 in Google Trends Basketball teams chart,201707
19,,<b>New</b> in chart,"{'description': 'The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Portland_Trail_Blazers'}",/trends/explore?q=/m/0jmm4&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Portland Trail Blazers,True,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201707&geo=US&cat&mid=/m/0jmm4,<b>25 months</b> in top 10,Portland Trail Blazers,22,//www.google.com/search?q=Portland+Trail+Blazers,10,Portland Trail Blazers #20 in Google Trends Basketball teams chart,201707
0,5.0,<b>+5</b> since last month,"{'description': 'Kyrie Andrew Irving is an American professional basketball player for the Boston Celtics of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kyrie_Irving'}",/trends/explore?q=/m/0ch52p4&date=2017-7-1+2017-8-1&geo=US,#d04108,5,Kyrie Irving,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0ch52p4,<b>34 months</b> in top 10,Kyrie Irving,12,//www.google.com/search?q=Kyrie+Irving,100,Kyrie Irving #1 in Google Trends Basketball players chart,201707
1,-1.0,<b>-1</b> since last month,"{'description': 'LeBron Raymone James Sr. is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/LeBron_James'}",/trends/explore?q=/m/01jz6d&date=2017-7-1+2017-8-1&geo=US,#d04108,5,LeBron James,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/01jz6d,<b>171 months</b> in top 10,LeBron James,12,//www.google.com/search?q=LeBron+James,81,LeBron James #2 in Google Trends Basketball players chart,201707
2,11.0,<b>+11</b> since last month,"{'description': 'Carmelo Kyam Anthony is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Carmelo_Anthony'}",/trends/explore?q=/m/03l26m&date=2017-7-1+2017-8-1&geo=US,#e68033,3,Carmelo Anthony,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/03l26m,<b>69 months</b> in top 10,Carmelo Anthony,15,//www.google.com/search?q=Carmelo+Anthony,50,Carmelo Anthony #3 in Google Trends Basketball players chart,201707
3,-1.0,<b>-1</b> since last month,"{'description': 'Wardell Stephen Curry II is an American professional basketball player for the Golden State Warriors of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Stephen_Curry'}",/trends/explore?q=/m/0dw15r&date=2017-7-1+2017-8-1&geo=US,#e68033,3,Stephen Curry,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0dw15r,<b>44 months</b> in top 10,Stephen Curry,13,//www.google.com/search?q=Stephen+Curry,49,Stephen Curry #4 in Google Trends Basketball players chart,201707
4,,<b>New</b> in chart,"{'description': 'Gordon Daniel Hayward is an American professional basketball player for the Boston Celtics of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Gordon_Hayward'}",/trends/explore?q=/m/0bbtpmy&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Gordon Hayward,True,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0bbtpmy,<b>2 months</b> in top 10,Gordon Hayward,14,//www.google.com/search?q=Gordon+Hayward,38,Gordon Hayward #5 in Google Trends Basketball players chart,201707
5,-4.0,<b>-4</b> since last month,"{'description': 'Kevin Wayne Durant is an American professional basketball player for the Golden State Warriors of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kevin_Durant'}",/trends/explore?q=/m/0gxrc1&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Kevin Durant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0gxrc1,<b>150 months</b> in top 10,Kevin Durant,12,//www.google.com/search?q=Kevin+Durant,37,Kevin Durant #6 in Google Trends Basketball players chart,201707
6,,<b>New</b> in chart,"{'description': 'Derrick Martell Rose is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Derrick_Rose'}",/trends/explore?q=/m/0283v6h&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Derrick Rose,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0283v6h,<b>59 months</b> in top 10,Derrick Rose,12,//www.google.com/search?q=Derrick+Rose,34,Derrick Rose #7 in Google Trends Basketball players chart,201707
7,-3.0,<b>-3</b> since last month,"{'description': 'Michael Jeffrey Jordan, also known by his initials, MJ, is an American retired professional basketball player who is...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Michael_Jordan'}",/trends/explore?q=/m/054c1&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Michael Jordan,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/054c1,<b>171 months</b> in top 10,Michael Jordan,14,//www.google.com/search?q=Michael+Jordan,33,Michael Jordan #8 in Google Trends Basketball players chart,201707
8,-2.0,<b>-2</b> since last month,"{'description': 'Kobe Bean Bryant is an American former professional basketball player. He played his entire 20-year career with the Los...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kobe_Bryant'}",/trends/explore?q=/m/01kmd4&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Kobe Bryant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/01kmd4,<b>171 months</b> in top 10,Kobe Bryant,11,//www.google.com/search?q=Kobe+Bryant,29,Kobe Bryant #9 in Google Trends Basketball players chart,201707
9,-6.0,<b>-6</b> since last month,"{'description': 'Paul George is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Paul_George'}",/trends/explore?q=/m/0cc9nlt&date=2017-7-1+2017-8-1&geo=US,#f0a049,2,Paul George,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0cc9nlt,<b>2 months</b> in top 10,Paul George,11,//www.google.com/search?q=Paul+George,23,Paul George #10 in Google Trends Basketball players chart,201707
