,col
9399,ballpark
9401,Park
9402,Mungo_Park
9403,parking_lot
9404,car_park
9406,parking_area
9580,revolutions_per_minute
9581,rpm
9582,rev
9583,rev_up
9585,Republican_Party
9586,GOP
9587,werewolf
9588,wolfman
9589,lycanthrope
9590,loup-garou
9591,Yankee
9592,Yank
9593,Northerner
9594,New_Englander
9598,Yankee-Doodle
9661,jukebox
9662,nickelodeon
9670,embodiment
9671,incarnation
9672,avatar
9684,macron
9708,actinium
9709,Ac
9710,atomic_number_89
9711,alternating_current
9712,AC
9713,alternating_electric_current
9714,mathematics
9715,math
9716,maths
9734,blame
9735,rap
9738,tap
9739,pat
9744,rap_music
9745,hip-hop
9746,knock
9747,belt
9749,whack
9750,whang
9752,knap
9756,pink
9759,like
9760,the_like
9761,the_likes_of
9763,ilk
9764,wish
9772,similar
9774,same
9775,alike
9778,comparable
9779,corresponding
9935,watercolor
9936,water-color
9937,watercolour
9938,water-colour
9959,ugly
9960,surly
9962,despicable
9964,vile
9965,slimy
9966,unworthy
9967,worthless
9968,wretched
9969,atrocious
9970,frightful
9971,horrifying
9972,horrible
9974,Armageddon
9984,nuclear
9985,atomic
9991,prophecy
9992,prognostication
9993,vaticination
9995,divination
9996,tanka
10010,monster
10012,goliath
10013,behemoth
10015,colossus
10016,freak
10018,monstrosity
10019,lusus_naturae
10021,fiend
10022,devil
10023,demon
10024,ogre
10026,teras
10027,holocaust
10028,Holocaust
10029,final_solution
10096,Beowulf
10098,literature
10100,lit
10103,essay
10105,try
10106,seek
10107,attempt
10109,assay
10110,test
10111,prove
10113,try_out
10119,report
10120,theme
10121,newspaper
10127,newspaper_publisher
10133,assignment
10134,duty_assignment
10137,assigning
10138,grant
10141,appointment
10143,designation
10144,naming
10149,Dubai
10165,Viking
10211,immunoglobulin
10212,Ig
10213,immune_serum_globulin
10214,immune_gamma_globulin
10215,immune_globulin
10837,criticism
10849,actor
10850,histrion
10851,player
10852,thespian
10853,role_player
10855,doer
10856,worker
10867,great
10870,outstanding
10872,bang-up
10873,bully
10874,corking
10875,cracking
10876,dandy
10878,groovy
10879,keen
10880,neat
10881,nifty
10882,not_bad
10883,peachy
10884,slap-up
10885,swell
10886,smashing
10887,capital
10889,majuscule
10890,big
10891,enceinte
10892,expectant
10893,gravid
10895,large
10896,heavy
10897,with_child
10898,lack
10899,deficiency
10900,want
10901,miss
10907,platitude
10908,cliche
10909,banality
10910,commonplace
10911,bromide
10958,quantum
10960,radar
10961,microwave_radar
10962,radio_detection_and_ranging
10963,radiolocation
10964,detect
10965,observe
10966,find
10969,stealth
10970,stealing
10971,aircraft
10972,technology
10973,engineering
10975,engineering_science
10976,applied_science
10979,engine_room
10980,engineer
10981,mastermind
10983,direct
10984,organize
10985,organise
10986,orchestrate
10988,applied_scientist
10989,technologist
10991,locomotive_engineer
10992,railroad_engineer
10993,engine_driver
11012,combatant
11013,battler
11014,belligerent
11015,fighter
11016,scrapper
11018,fighter_aircraft
11019,attack_aircraft
11020,champion
11023,paladin
11024,destroyer
11025,guided_missile_destroyer
11027,ruiner
11028,undoer
11029,waster
11030,uprooter
11031,India
11032,Republic_of_India
11033,Bharat
11034,Soviet_Union
11035,Russia
11036,Union_of_Soviet_Socialist_Republics
11037,USSR
11038,Soviet_Russia
11040,Russian_Soviet_Federated_Socialist_Republic
11043,Russian_Federation
11078,outhouse
11079,privy
11080,earth-closet
11081,jakes
11082,watchman
11083,watcher
11084,security_guard
11088,series
11089,serial
11093,serial_publication
11117,ballyhoo
11118,hoopla
11120,plug
11122,Gibson
11123,C._D._Gibson
11124,Charles_Dana_Gibson
11126,Mel_Gibson
11127,Mel_Columcille_Gerard_Gibson
11129,Althea_Gibson
11130,train
11131,railroad_train
11132,string
11134,caravan
11136,wagon_train
11139,gearing
11140,gear
11141,geartrain
11142,power_train
11146,prepare
11147,educate
11150,discipline
11153,condition
11155,groom
11158,school
11160,cultivate
11161,civilize
11162,civilise
11163,aim
11166,take_aim
11168,coach
11173,rail
11176,etiquette
11197,vision
11200,visual_sense
11201,visual_modality
11203,visual_sensation
11204,imagination
11205,imaginativeness
11258,falcon
11260,mantis
11261,mantid
11296,International_Finance_Corporation
11297,IFC
11303,concert
11306,Sahara
11307,Sahara_Desert
11308,National_Rifle_Association
11309,NRA
11316,young_person
11317,youth
11318,younker
11319,spring_chicken
11320,young
11325,early_days
11327,youthfulness
11328,juvenility
11329,entrepreneur
11330,enterpriser
11331,Australian
11332,Aussie
11334,Aboriginal_Australian
11336,cameraman
11337,camera_operator
11338,cinematographer
11387,gift
11388,endowment
11390,talent
11391,natural_endowment
11392,giving
11394,endow
11395,indue
11397,empower
11398,invest
11399,endue
11416,incredible
11417,unbelievable
11428,shattering
11430,nail
11431,boom
11432,blast
11434,dash
11440,crush
11442,demolish
11443,bang_up
11444,smash_up
11565,Miami
11588,United_States
11589,United_States_of_America
11590,America
11591,the_States
11592,US
11593,U.S.
11594,USA
11595,U.S.A.
11596,United_States_Army
11597,US_Army
11598,U._S._Army
11599,Army
11606,daemon
11607,daimon
11614,doom
11615,doomsday
11616,day_of_reckoning
11617,end_of_the_world
11618,destine
11619,fate
11621,designate
11622,sentence
11623,condemn
11655,pocket
11656,pouch
11657,sac
11658,sack
11664,air_pocket
11666,air_hole
11673,bag
11674,tonight
11676,this_evening
11677,this_night
11685,suspense
11704,drift
11705,impetus
11706,impulsion
11712,movement
11714,purport
11716,heading
11717,gallery
11718,float
11720,be_adrift
11721,blow
11722,stray
11723,err
11725,roll
11726,wander
11727,swan
11729,tramp
11730,roam
11731,cast
11732,ramble
11733,rove
11734,range
11736,vagabond
11738,freewheel
11745,drifting
11773,aimless
11775,floating
11777,vagrant
11793,automotive
11795,self-propelled
11796,self-propelling
11797,clang
11798,clangor
11799,clangour
11800,clangoring
11801,clank
11802,clash
11803,crash
11805,wreck
11814,ram
11818,break_apart
11821,barge_in
11823,gate-crash
11829,go_down
11830,doss
11831,doss_down
11833,lucky
11835,golden
11836,favorable
11837,favourable
11839,prosperous
11840,fast
11841,fasting
11849,debauched
11850,degenerate
11851,degraded
11852,dissipated
11853,dissolute
11854,libertine
11855,profligate
11856,riotous
11858,flying
11859,quick
11862,firm
11863,immobile
11865,loyal
11866,truehearted
11871,tight
11969,survivor
11970,subsister
12052,Oaxaca
12053,Oaxaca_de_Juarez
12056,nature
12067,Madagascar
12068,Republic_of_Madagascar
12069,Malagasy_Republic
12076,hello
12077,hullo
12078,hi
12079,howdy
12080,how-do-you-do
12081,penguin
12109,ghostwriter
12112,touch
12113,trace
12116,haunt
12117,obsess
12120,ghostwrite
12127,dystopia
12158,unidentified_flying_object
12159,UFO
12160,flying_saucer
12161,breakfast
12167,grateful
12168,thankful
12173,Martian
12189,invasion
12191,encroachment
12192,intrusion
12218,Surrey
12219,surrey
12263,update
12267,star
12268,ace
12269,adept
12271,sensation
12272,maven
12273,mavin
12274,virtuoso
12275,genius
12276,hotshot
12278,superstar
12279,whiz
12280,whizz
12282,wiz
12285,principal
12286,lead
12288,headliner
12290,asterisk
12292,star_topology
12298,leading
12299,prima
12301,starring
12302,stellar
12303,vitamin_E
12304,tocopherol
12305,E
12306,einsteinium
12307,Es
12309,atomic_number_99
12310,east
12311,due_east
12312,eastward
12314,e
12329,proud
12330,gallant
12331,lofty
12332,majestic
12334,misconduct
12335,wrongdoing
12336,wrongful_conduct
12338,actus_reus
12339,misbehave
12341,misdemean
12342,mismanage
12343,mishandle
12345,Matakam
12346,Mafa
12347,Australia
12348,Commonwealth_of_Australia
12411,Naval_Special_Warfare
12412,NSW
12416,Congress_of_Industrial_Organizations
12417,CIO
12418,free
12419,free_people
12421,liberate
12422,release
12423,unloose
12424,unloosen
12425,loose
12426,rid
12428,disembarrass
12429,dislodge
12431,exempt
12432,relieve
12437,discharge
12439,disengage
12440,absolve
12441,justify
12444,relinquish
12445,resign
12447,give_up
12451,unblock
12452,unfreeze
12457,complimentary
12458,costless
12460,gratis
12461,gratuitous
12463,detached
12466,spare
12468,barren
12469,destitute
12470,devoid
12472,innocent
12475,liberal
12478,recipe
12479,formula
12482,raging
12487,blistering
12489,red-hot
12492,spicy
12507,epicure
12508,gourmet
12509,gastronome
12510,bon_vivant
12511,epicurean
12512,foodie
12513,chili
12514,chili_con_carne
12516,chili_pepper
12517,chilli
12518,chilly
12519,chile
12520,sauce
12527,Brisbane
12528,Sydney
12529,Melbourne
12531,Adelaide
12532,Perth
12533,Darwin
12534,Charles_Darwin
12535,Charles_Robert_Darwin
12537,fake
12538,sham
12539,postiche
12540,imposter
12541,impostor
12542,pretender
12544,faker
12545,fraud
12547,shammer
12548,pseudo
12549,pseud
12551,juke
12553,forge
12555,counterfeit
12557,manipulate
12559,falsify
12560,cook
12561,wangle
12562,misrepresent
12563,talk_through_one's_hat
12564,bullshit
12565,bull
12567,bogus
12569,phony
12570,phoney
12571,bastard
12573,false
12574,faux
12575,imitation
12576,simulated
12583,Saudi
12584,Saudi_Arabian
12585,Saudi-Arabian
12587,Yemen
12588,Republic_of_Yemen
12664,card_game
12665,cards
12668,identity_card
12671,wag
12672,wit
12680,calling_card
12681,visiting_card
12684,scorecard
12685,menu
12686,bill_of_fare
12688,carte_du_jour
12689,carte
12690,batting_order
12692,lineup
12693,circuit_board
12694,circuit_card
12695,board
12697,plug-in
12698,add-in
12699,tease
12732,baby
12733,babe
12734,infant
12736,child
12741,sister
12744,pamper
12745,featherbed
12746,cosset
12747,cocker
12749,coddle
12750,mollycoddle
12752,indulge
12754,kid
12755,youngster
12756,minor
12757,shaver
12758,nipper
12759,small_fry
12760,tiddler
12761,tike
12762,tyke
12763,fry
12764,nestling
12766,kidskin
12767,Kyd
12768,Kid
12769,Thomas_Kyd
12770,Thomas_Kid
12774,pull_the_leg_of
12777,chaff
12778,jolly
12779,josh
12780,banter
12781,kindle
12782,inflame
12784,enkindle
12785,conflagrate
12787,arouse
12788,elicit
12791,evoke
12792,fire
12794,provoke
12833,spine
12834,thorn
12835,prickle
12836,pricker
12837,sticker
12838,spikelet
12839,gummed_label
12841,paster
12842,poser
12843,stumper
12844,toughie
12846,dagger
12852,drawing
12855,draftsmanship
12856,drafting
12857,lottery
12860,drawing_off
12861,draft
12862,draught
12864,pull
12865,draw
12866,force
12867,reap
12871,line
12872,describe
12873,delineate
12875,make
12878,pull_out
12880,take_out
12885,depict
12889,puff
12893,withdraw
12896,draw_off
12909,quarter
12910,draw_and_quarter
12913,absorb
12914,suck
12915,imbibe
12916,soak_up
12917,sop_up
12918,suck_up
12920,take_in
12921,take_up
12922,attract
12924,pull_in
12926,draw_in
12928,thread
12930,pull_back
12932,guide
12933,run
12935,pass
12941,disembowel
12942,eviscerate
12947,perfection
12948,flawlessness
12949,ne_plus_ultra
12950,paragon
12953,beau_ideal
12955,salat
12956,salaat
12957,salah
12958,salaah
12959,bash
12960,do
12961,brawl
12963,doh
12964,ut
12965,Doctor_of_Osteopathy
12966,DO
12969,perform
12975,fare
12977,come
12978,get_along
12979,cause
12983,practise
12984,exercise
12986,suffice
12988,answer
12989,serve
12992,act
12993,behave
12999,dress
13001,set
13003,coif
13004,coiffe
13005,coiffure
13009,vicinity
13010,locality
13011,neighborhood
13012,neighbourhood
13013,neck_of_the_woods
13016,region
13019,Houston
13021,Sam_Houston
13022,Samuel_Houston
13026,orchid
13027,orchidaceous_plant
13090,event
13092,case
13094,consequence
13095,effect
13096,outcome
13097,result
13099,issue
13100,upshot
13108,Jesus
13109,Jesus_of_Nazareth
13110,the_Nazarene
13111,Jesus_Christ
13112,Christ
13113,Savior
13114,Saviour
13115,Good_Shepherd
13116,Redeemer
13117,Deliverer
13118,messiah
13119,christ
13120,Rio_de_Janeiro
13121,Rio
13122,canon
13124,canyon
13129,Laredo
13160,baggage
13161,luggage
13197,map
13198,function
13199,mathematical_function
13200,single-valued_function
13202,mapping
13207,map_out
13211,pelican
13245,myocardial_infarction
13246,myocardial_infarct
13247,MI
13248,nautical_mile
13249,naut_mi
13250,mile
13251,mi
13252,geographical_mile
13253,Admiralty_mile
13259,international_nautical_mile
13260,air_mile
13262,statute_mile
13263,stat_mi
13264,land_mile
13265,international_mile
13267,Michigan
13268,Wolverine_State
13269,Great_Lakes_State
13271,Security_Service
13273,Military_Intelligence_Section_5
13274,Secret_Intelligence_Service
13276,Military_Intelligence_Section_6
13501,python
13503,Python
13636,turkey
13637,Meleagris_gallopavo
13638,Turkey
13639,Republic_of_Turkey
13640,joker
13644,bomb
13645,dud
13646,neon
13647,Ne
13648,atomic_number_10
13649,northeast
13650,nor'-east
13651,northeastward
13652,NE
13653,Nebraska
13654,Cornhusker_State
13679,anagram
13681,anagrammatize
13682,anagrammatise
13694,robin
13695,redbreast
13696,robin_redbreast
13697,Old_World_robin
13698,Erithacus_rubecola
13700,American_robin
13701,Turdus_migratorius
13809,sweepstakes
13810,Christmas
13811,Christmastide
13812,Christmastime
13813,Yule
13814,Yuletide
13815,Noel
13817,Christmas_Day
13818,Xmas
13819,Dec_25
13820,tax
13821,taxation
13822,revenue_enhancement
13825,assess
13827,task
13829,mainframe
13830,mainframe_computer
13831,central_processing_unit
13832,CPU
13833,C.P.U.
13834,central_processor
13835,processor
13845,Oregon
13846,Beaver_State
13847,OR
13848,beach
13850,weekend
13853,Uca
13854,genus_Uca
13855,research
13856,search
13857,explore
13861,dystopian
13914,generator
13915,source
13982,arrow
13983,pointer
13988,tiger
13990,Panthera_tigris
13996,titan
14008,giant_star
14010,fatherhood
14011,paternity
14012,Father
14013,Father-God
14014,Fatherhood
14078,speed
14079,velocity
14081,swiftness
14082,fastness
14084,speeding
14085,hurrying
14086,focal_ratio
14087,f_number
14088,stop_number
14090,amphetamine
14091,pep_pill
14092,upper
14094,rush
14095,hotfoot
14096,hasten
14097,hie
14099,race
14100,pelt_along
14101,rush_along
14102,cannonball_along
14103,bucket_along
14104,belt_along
14105,step_on_it
14106,accelerate
14107,speed_up
14109,quicken
14110,travel_rapidly
14112,hurry
14113,zip
14339,podcast
14340,racing
14404,subspecies
14406,slipstream
14407,airstream
14409,backwash
14410,wash
14411,raceway
14430,racer
14431,race_driver
14432,automobile_driver
14434,race_car
14435,racing_car
14478,Ford
14479,John_Ford
14481,Henry_Ford_II
14483,Edsel_Bryant_Ford
14485,Ford_Madox_Ford
14486,Ford_Hermann_Hueffer
14488,Gerald_Ford
14489,Gerald_R._Ford
14490,Gerald_Rudolph_Ford
14491,President_Ford
14493,Henry_Ford
14494,ford
14495,crossing
14497,fording
14499,harass
14500,hassle
14501,harry
14502,chivy
14503,chivvy
14504,chevy
14505,chevvy
14506,beset
14507,plague
14508,molest
14627,speedway
14815,minibike
14816,motorbike
14818,motorcycle
14819,cycle
14979,copywriter
14980,medieval
14981,mediaeval
14984,gothic
14985,chivalric
14986,knightly
15015,tarot_card
15016,tarot
15017,dateless
15018,timeless
15019,talented
15020,gifted
15021,singer
15022,vocalist
15023,vocalizer
15024,vocaliser
15025,Singer
15026,Isaac_M._Singer
15027,Isaac_Merrit_Singer
15029,Isaac_Bashevis_Singer
15030,songwriter
15031,songster
15032,ballad_maker
15033,bassist
15037,Michigander
15038,Wolverine
15039,glutton
15040,Gulo_gulo
15041,wolverine
15043,carcajou
15044,skunk_bear
15045,Gulo_luscus
15046,Logan
15047,Mount_Logan
15048,berserker
15049,berserk
15050,amuck
15051,amok
15053,demoniac
15054,demoniacal
15055,possessed
15085,boot
15086,reboot
15114,Lake_Michigan
15117,Chicago
15118,Newmarket
15119,boodle
15120,stops
15121,Minnesota
15122,Gopher_State
15123,North_Star_State
15124,MN
15137,granite
15159,Picasso
15160,Pablo_Picasso
15171,Windy_City
15186,Detroit
15187,Motor_City
15188,Motown
15189,codetalker
15190,windtalker
15192,blackness
15193,inkiness
15194,total_darkness
15195,lightlessness
15197,pitch_blackness
